C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
2,26.0,8,5,3, ,2, ,3,2,1,1,2,33.0,25.0,58.0,,2460.0,1460.0,2460.0,,1350.0,1000.0,,7.808323050391055,7.2868764117507,7.808323050391055,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,26.0,25_34,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,58.0,33.0,25.0,0,1,0,,1,0,1,1,0,1,1,2460.0,1460.0,2460.0,7.808323050391055,7.2868764117507,7.808323050391055,9.795333280242096,2.379113937065189,2350.0,1,0.5934959349593496,0,0,0,0,0
1,27.0,3,11,5, ,3,5,3,2,1,2,2,24.0,,24.0,,2000.0,2000.0,2000.0,2000.0,,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,1,2,2,2,2,2,2,2,10,6,0,0,0,0,0,0,1,27.0,25_34,1,0,0,0,1,0,0,0,0,0,0,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,0,1,0,1,1,0,0,24.0,24.0,0.0,1,0,0,,1,0,1,1,0,1,1,2000.0,2000.0,2000.0,7.601402334583733,7.601402334583733,7.601402334583733,19.24557351809084,3.007936177958683,0.0,0,1.0,1,0,0,0,0
2,57.0,1,3,1, ,6, , , ,1,1,2,48.0,,48.0,,842.0,842.0,842.0,400.0,,,,6.736966958001855,6.736966958001855,6.736966958001855,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,57.0,55_64,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,Primaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,842.0,842.0,842.0,6.736966958001855,6.736966958001855,6.736966958001855,4.051193225558122,1.619624497665742,0.0,0,1.0,1,1,0,0,0
2,34.0,3,6,5, ,3,5,1, ,5,9998,2,24.0,28.0,60.0,60.0,3100.0,1800.0,3435.0,1800.0,,,950.0,8.03947991910045,7.496097345175956,8.142063283104147,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,34.0,25_34,0,0,0,0,1,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,60.0,24.0,28.0,0,1,0,0.0,1,1,0,1,0,1,1,3100.0,1800.0,3435.0,8.03947991910045,7.496097345175956,8.142063283104147,13.221709006928403,2.654769600481956,950.0,1,0.5806451612903226,0,0,1,0,0
2,21.0,3,10,4, ,3,5,3,2,1,4,2,60.0,,60.0,,1351.0,1351.0,1351.0,1039.0,,,,7.20934025660291,7.20934025660291,7.20934025660291,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,21.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,1351.0,1351.0,1351.0,7.20934025660291,7.20934025660291,7.20934025660291,5.200153964588145,1.8245741247408,0.0,0,1.0,1,0,0,0,0
1,33.0,1,10,4, ,3,5,1, ,1,3,2,21.0,,21.0,,1516.0,1516.0,1516.0,1516.0,,,,7.324489979348532,7.324489979348532,7.324489979348532,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,33.0,25_34,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,21.0,21.0,0.0,1,0,0,,1,0,1,1,0,1,1,1516.0,1516.0,1516.0,7.324489979348532,7.324489979348532,7.324489979348532,16.67216540195755,2.871990825623447,0.0,0,1.0,1,0,0,0,0
1,54.0,2,12,2, ,3,5,1, ,3,60,2,40.0,,40.0,,15000.0,15000.0,17500.0,15000.0,,,,9.61587214452889,9.61587214452889,9.770013301136158,1,1,2,1,2,2,2,2,2,2,2,10,6,0,0,0,1,1,0,1,54.0,45_54,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,15000.0,15000.0,17500.0,9.61587214452889,9.61587214452889,9.770013301136158,101.03926096997692,4.625357650695216,0.0,0,1.0,1,0,1,0,1
2,29.0,4,10,4, ,2, ,3,2,1,1,1,2.0,,2.0,,243.0,243.0,243.0,,243.0,,,5.497168225293202,5.497168225293202,5.497168225293202,5,2,1,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1,0,29.0,25_34,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2.0,2.0,0.0,1,0,0,,1,0,1,0,0,0,0,243.0,243.0,243.0,5.497168225293202,5.497168225293202,5.497168225293202,28.060046189376443,3.369364247589478,243.0,1,1.0,1,1,0,0,0
1,68.0,1,11,5, ,1, ,1, ,1,4,2,48.0,,48.0,,3000.0,3000.0,3000.0,,3000.0,,,8.006700845440367,8.006700845440367,8.006700845440367,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,68.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,0,1,1,1,3000.0,3000.0,3000.0,8.006700845440367,8.006700845440367,8.006700845440367,14.434180138568127,2.73658453950858,3000.0,1,1.0,1,0,1,0,0
2,62.0,2,12,2, ,2, ,2,2,1,1,2,45.0,,45.0,,5900.0,5900.0,5900.0,,5900.0,,,8.682877107057168,8.682877107057168,8.682877107057168,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,62.0,55_64,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,1,0,0,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,1,0,0,0,0,0,5900.0,5900.0,5900.0,8.682877107057168,8.682877107057168,8.682877107057168,30.27970233512959,3.442969399491473,5900.0,1,1.0,1,0,1,0,0
2,26.0,3,11,5, ,3,5,2,2,1,2,2,40.0,,40.0,,1732.0,1732.0,1732.0,1732.0,,,,7.457609289715606,7.457609289715606,7.457609289715606,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,1,0,0,0,0,1732.0,1732.0,1732.0,7.457609289715606,7.457609289715606,7.457609289715606,10.0,2.3978952727983707,0.0,0,1.0,1,0,0,0,0
1,62.0,3,11,6, ,2, ,2,2,1,1,2,36.0,,60.0,60.0,2500.0,2500.0,2500.0,,2500.0,,,7.824445930877619,7.824445930877619,7.824445930877619,6,2,2,2,1,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,62.0,55_64,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,36.0,0.0,0,1,0,0.0,0,0,0,0,1,1,0,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,9.62278675904542,2.363001388080955,2500.0,1,1.0,1,0,0,0,0
1,59.0,2,6,5, ,3,2, , ,5,9998,2,0.0,35.0,112.0,83.0,2300.0,2000.0,2350.0,2000.0,,,300.0,7.741099090035366,7.601402334583733,7.762596048540069,1,1,2,2,1,2,2,2,2,2,2,1,1,0,0,1,0,0,0,1,59.0,55_64,0,0,0,1,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,1,0,0,0,0,0,0,1,0,112.0,0.0,35.0,0,1,1,-29.0,1,1,0,0,1,1,1,2300.0,2000.0,2350.0,7.741099090035366,7.601402334583733,7.762596048540069,4.845760475090729,1.765716693405379,300.0,1,0.8695652173913043,1,0,0,0,0
2,35.0,2,11,5, ,3,5,1, ,5,9998,2,45.0,,45.0,,4500.0,4500.0,5625.0,4500.0,,,,8.412054873292933,8.412054873292933,8.635153989049803,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,35.0,35_44,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,1,0,1,1,4500.0,4500.0,5625.0,8.412054873292933,8.412054873292933,8.635153989049803,28.868360277136254,3.3967997354127544,0.0,0,1.0,1,0,1,0,0
2,59.0,7,11,5, ,3,2, , ,5,9998,2,0.0,,30.0,30.0,3400.0,3400.0,3500.0,3400.0,,,,8.131824785007195,8.131824785007195,8.160803920954665,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,59.0,55_64,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30.0,0.0,0.0,1,0,0,0.0,1,1,0,1,0,1,1,3400.0,3400.0,3500.0,8.131824785007195,8.131824785007195,8.160803920954665,26.943802925327173,3.3301954549935173,0.0,0,1.0,1,0,1,0,0
1,30.0,1,11,5, ,2, ,2,2,1,2,2,60.0,,60.0,,3996.0,3996.0,3996.0,,3996.0,,,8.293299358711323,8.293299358711323,8.293299358711323,6,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,30.0,25_34,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,60.0,0.0,0,1,0,,0,0,0,1,0,1,0,3996.0,3996.0,3996.0,8.293299358711323,8.293299358711323,8.293299358711323,15.381062355658198,2.7961259331995967,3996.0,1,1.0,1,0,1,0,0
1,51.0,1,10,2, ,3,2, , ,5,9998,2,45.0,,45.0,,2500.0,2500.0,2500.0,2500.0,,,,7.824445930877619,7.824445930877619,7.824445930877619,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,51.0,45_54,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,45.0,45.0,0.0,0,0,0,,1,1,0,0,1,1,1,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,12.830382345393891,2.6268677913822933,0.0,0,1.0,1,0,0,0,0
2,21.0,3,9,3, ,3,5,1, ,1,20,2,36.0,,54.0,54.0,2000.0,2000.0,2166.0,2000.0,,,,7.601402334583733,7.601402334583733,7.681099001536359,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,21.0,14_24,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,54.0,36.0,0.0,0,1,0,0.0,1,1,0,1,0,1,1,2000.0,2000.0,2166.0,7.601402334583733,7.601402334583733,7.681099001536359,9.263536053374391,2.328597424944724,0.0,0,1.0,1,0,0,0,0
2,60.0,1,5,1, ,6, , , ,1,2,2,24.0,,24.0,,585.0,585.0,585.0,325.0,,,,6.373319789577012,6.373319789577012,6.373319789577012,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,60.0,55_64,0,0,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24.0,24.0,0.0,1,0,0,,1,0,1,0,0,0,0,585.0,585.0,585.0,6.373319789577012,6.373319789577012,6.373319789577012,5.62933025404157,1.8915037816052016,0.0,0,1.0,1,1,0,0,0
2,22.0,3,5,1, ,2, ,3,2,1,1,2,6.0,,60.0,60.0,2130.0,2130.0,2130.0,,2080.0,,,7.664346632098617,7.664346632098617,7.664346632098617,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,22.0,14_24,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,60.0,6.0,0.0,0,1,0,0.0,1,0,1,0,0,0,0,2130.0,2130.0,2130.0,7.664346632098617,7.664346632098617,7.664346632098617,8.198614318706698,2.219052855179154,2080.0,1,1.0,1,0,0,0,0
1,22.0,5,6,5, ,3,5,1, ,1,6,2,72.0,,72.0,,1500.0,1500.0,1825.0,1500.0,,,,7.313886831633462,7.313886831633462,7.509883061154913,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,22.0,14_24,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,72.0,72.0,0.0,0,1,1,,1,1,0,1,0,1,1,1500.0,1500.0,1825.0,7.313886831633462,7.313886831633462,7.509883061154913,5.853861945085964,1.9248122810094024,0.0,0,1.0,1,0,0,0,0
2,61.0,9,4,5, ,6, , , ,1,1,2,48.0,,48.0,,1460.0,1460.0,1460.0,800.0,,,,7.2868764117507,7.2868764117507,7.2868764117507,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1,0,61.0,55_64,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,Primaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1460.0,1460.0,1460.0,7.2868764117507,7.2868764117507,7.2868764117507,7.0246343341031565,2.0825161021340817,0.0,0,1.0,1,0,0,0,0
2,37.0,2,6,5, ,2, ,3,2,1,1,2,48.0,,48.0,,1300.0,1300.0,1300.0,,1300.0,,,7.170888478512505,7.170888478512505,7.170888478512505,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,1,0,37.0,35_44,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1300.0,1300.0,1300.0,7.170888478512505,7.170888478512505,7.170888478512505,6.254811393379523,1.9816648892207684,1300.0,1,1.0,1,0,0,0,0
2,66.0,1,6,5, ,2, ,3,2,1,1,2,70.0,,70.0,,300.0,300.0,300.0,,300.0,,,5.707110264748875,5.707110264748875,5.707110264748875,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,66.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,70.0,70.0,0.0,0,1,1,,1,0,1,0,0,0,0,300.0,300.0,300.0,5.707110264748875,5.707110264748875,5.707110264748875,0.9897723523589572,0.6880202363931835,300.0,1,1.0,1,1,0,0,0
2,54.0,1,6,5, ,2, ,3,2,1,1,2,36.0,,36.0,,1792.0,1792.0,1792.0,,1532.0,,,7.491645473605133,7.491645473605133,7.491645473605133,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,54.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,36.0,36.0,0.0,0,0,0,,1,0,1,0,0,0,0,1792.0,1792.0,1792.0,7.491645473605133,7.491645473605133,7.491645473605133,11.496022581472928,2.5254104001918023,1532.0,1,1.0,1,0,0,0,0
2,38.0,3,10,3, ,3,5,1, ,2,40,2,59.0,,59.0,,2000.0,2000.0,2526.0,2000.0,,,,7.601402334583733,7.601402334583733,7.834788107388194,1,1,2,2,1,2,2,2,2,2,2,10,5,0,0,0,0,0,1,0,38.0,35_44,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,59.0,59.0,0.0,0,1,0,,1,1,0,0,1,1,1,2000.0,2000.0,2526.0,7.601402334583733,7.601402334583733,7.834788107388194,9.887658042040162,2.387629857989699,0.0,0,1.0,1,0,0,0,0
1,38.0,2,5,2, ,3,5,1, ,2,50,2,27.0,,54.0,54.0,1775.0,1775.0,1775.0,1645.0,,,,7.4821189235521155,7.4821189235521155,7.4821189235521155,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,38.0,35_44,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,54.0,27.0,0.0,0,1,0,0.0,1,0,1,0,0,0,0,1775.0,1775.0,1775.0,7.4821189235521155,7.4821189235521155,7.4821189235521155,7.591309554358053,2.150751175407892,0.0,0,1.0,1,0,0,0,0
1,60.0,1,4,5, ,3,5,3,2,1,3,2,60.0,,60.0,,2119.0,2119.0,2119.0,1299.0,,,,7.659171367666058,7.659171367666058,7.659171367666058,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,60.0,55_64,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,0,1,0,0,0,0,1,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,1,0,1,1,2119.0,2119.0,2119.0,7.659171367666058,7.659171367666058,7.659171367666058,8.156274056966897,2.21443933359594,0.0,0,1.0,1,0,0,0,0
1,33.0,1,4, ,6,2, ,3,2,1,3,2,71.0,,71.0,,2570.0,2570.0,2570.0,,2570.0,,,7.852050207265889,7.852050207265889,7.852050207265889,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,33.0,25_34,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,71.0,71.0,0.0,0,1,1,,1,0,1,0,0,0,0,2570.0,2570.0,2570.0,7.852050207265889,7.852050207265889,7.852050207265889,8.359626581660866,2.236405394571966,2570.0,1,1.0,1,0,1,0,0
2,33.0,3,8,1, ,3,5,2,2,1,2,2,63.0,,63.0,,1083.0,1083.0,1083.0,1083.0,,,,6.988413181999592,6.988413181999592,6.988413181999592,5,2,1,2,1,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,33.0,25_34,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,63.0,63.0,0.0,0,1,1,,1,0,1,0,1,1,1,1083.0,1083.0,1083.0,6.988413181999592,6.988413181999592,6.988413181999592,3.970086880017596,1.6034373208446004,0.0,0,1.0,1,0,0,0,0
1,22.0,3,10,3, ,3,5,1, ,1,18,2,35.0,,40.0,40.0,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,22.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,35.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,8.660508083140877,2.2680462434397084,0.0,0,1.0,1,0,0,0,0
1,58.0,1,5,4, ,1, ,2,2,1,5,2,71.0,,71.0,,4990.0,4990.0,4990.0,,4990.0,,,8.515391569469609,8.515391569469609,8.515391569469609,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,58.0,55_64,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,1,0,0,0,0,1,0,0,0,1,0,0,71.0,71.0,0.0,0,1,1,,1,0,1,1,0,1,1,4990.0,4990.0,4990.0,8.515391569469609,8.515391569469609,8.515391569469609,16.231337214975767,2.846729657219353,4990.0,1,1.0,1,0,1,0,0
2,27.0,5,6,5, ,3,4,1, ,4,120,2,48.0,,48.0,,1300.0,1300.0,1354.0,1300.0,,,,7.170888478512505,7.170888478512505,7.2115567333138015,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,27.0,25_34,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,0,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1300.0,1300.0,1354.0,7.170888478512505,7.170888478512505,7.2115567333138015,6.514626635873749,2.0168513394522574,0.0,0,1.0,1,0,0,0,0
1,18.0,3,6,5, ,2, ,3,2,1,1,2,16.0,,16.0,,100.0,100.0,100.0,,100.0,,,4.61512051684126,4.61512051684126,4.61512051684126,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,18.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16.0,16.0,0.0,1,0,0,,0,0,0,0,0,0,0,100.0,100.0,100.0,4.61512051684126,4.61512051684126,4.61512051684126,1.443418013856813,0.8933978844157549,100.0,1,1.0,1,1,0,0,0
1,52.0,2,11,5, ,2, ,3,2,1,1,1,36.0,,36.0,,650.0,650.0,650.0,,650.0,,,6.478509642208569,6.478509642208569,6.478509642208569,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,52.0,45_54,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,0,1,0,1,1,0,1,36.0,36.0,0.0,0,0,0,,1,0,1,1,0,1,1,650.0,650.0,650.0,6.478509642208569,6.478509642208569,6.478509642208569,4.169874262253015,1.6428483675772,650.0,1,1.0,1,1,0,0,0
2,31.0,1,6,5, ,2, ,3,2,1,1,2,50.0,,50.0,,47.0,47.0,47.0,,25.0,,,3.871201010907891,3.871201010907891,3.871201010907891,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,31.0,25_34,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,50.0,50.0,0.0,0,1,0,,1,0,1,1,0,1,1,47.0,47.0,47.0,3.871201010907891,3.871201010907891,3.871201010907891,0.2170900692840646,0.1964628205388724,25.0,1,1.0,1,1,0,0,0
1,28.0,1,9,3, ,3,5,1, ,4,120,2,58.0,,58.0,,3619.0,3619.0,3619.0,3000.0,,,,8.194229304819817,8.194229304819817,8.194229304819817,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,28.0,25_34,1,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,58.0,58.0,0.0,0,1,0,,1,1,0,0,1,1,1,3619.0,3619.0,3619.0,8.194229304819817,8.194229304819817,8.194229304819817,14.41028908178705,2.7350354085192787,0.0,0,1.0,1,0,1,0,0
1,53.0,1,9,3, ,3,5,1, ,5,2000,2,48.0,,48.0,,6420.0,6420.0,7950.0,6000.0,,,,8.76732914779405,8.76732914779405,8.981052985901483,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,1,0,1,53.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,6420.0,6420.0,7950.0,8.76732914779405,8.76732914779405,8.981052985901483,38.25057736720554,3.669966154112725,0.0,0,1.0,1,0,1,0,1
2,41.0,1,6,5, ,2, ,3,2,1,3,2,40.0,,40.0,,1116.0,1116.0,1116.0,,1116.0,,,7.018401799069201,7.018401799069201,7.018401799069201,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,41.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,1,0,0,0,0,1116.0,1116.0,1116.0,7.018401799069201,7.018401799069201,7.018401799069201,6.443418013856814,2.007330153812948,1116.0,1,1.0,1,0,0,0,0
1,57.0,1,9,3, ,3,5,1, ,3,100,2,50.0,,50.0,,2500.0,2500.0,2666.0,2500.0,,,,7.824445930877619,7.824445930877619,7.888709524182015,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,57.0,55_64,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,50.0,50.0,0.0,0,1,0,,1,1,0,0,0,0,0,2500.0,2500.0,2666.0,7.824445930877619,7.824445930877619,7.888709524182015,12.314087759815244,2.5888227047006698,0.0,0,1.0,1,0,0,0,0
2,45.0,1,11,5, ,3,5,1, ,4,400,2,40.0,,40.0,,3500.0,3500.0,4199.0,3500.0,,,,8.160803920954665,8.160803920954665,8.34283980427146,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,45.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3500.0,3500.0,4199.0,8.160803920954665,8.160803920954665,8.34283980427146,24.24364896073903,3.228574597775957,0.0,0,1.0,1,0,1,0,0
