ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_ond24,fa_efm24,fa_amj24,fa_jas24,C208_num,OCUP300_num,P209H_num,target_subempleo_horas
2024,8,49676,1,33,1,1,202408496761003008,1,1,1,1,2, ,2,24,1,1,19,9,1999,1, , , , , , , , , , , , , , , ,5212,4771,2, ,3,2,1,1,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,4,2,2,2,2,2,2,10,7,1, , ,1138, , , , , , ,1138,1138,1138,1,,,,1115.5607561434,24.0,1.0,2.0,0
2024,8,49676,1,37,1,1,202408496761003008,1,1,1,1,2, ,1,41,1,1,12,3,1983,1, , , , , , , , , , , , , , , ,7356,1410,3,5,3,2,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,430, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1862, , , , , , , , ,1862,1862,1862,1,,,,1148.12855129564,41.0,1.0,2.0,0
2024,8,49676,1,37,1,1,202408496761003008,1,2,2,1,2, ,2,38,2,2,16,8,1986,1, , , , , , , , , , , , , , , ,7354,1410,3,5,1, ,1,7,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,2,330, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,1429, , , , , , , , ,1429,1429,1429,1,,,,1142.37863214986,38.0,1.0,2.0,0
2024,8,27936,1,49,1,1,202408279361004000,1,4,4,1,2, ,1,41,4,4,19,5,1983,1, , , , , , , , , , , , , , , ,9533,4789,2, ,3,2,1,1,0,10,10,12,10,10,10,62, ,62,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,9,1, , ,1732, , , , , , ,1732,1732,1732,1,,,,1274.87620124781,41.0,1.0,1.0,1
2024,8,27936,1,50,1,1,202408279361004992,1,1,1,1,2, ,2,45,1,1,21,12,1978,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,0,8,0,0,8,0,16, ,24,2,24,1,1,1,2,3,400,30, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,800,130, , , , , , ,100,930,930,1030,1,,,,999.221231570683,45.0,1.0,1.0,1
2024,8,27936,1,50,1,1,202408279361004992,1,2,2,1,2, ,1,51,2,2,17,9,1972,1, , , , , , , , , , , , , , , ,7411,4321,1, ,2,2,1,2,0,0,9,8,0,9,0,26, ,26,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , ,1428, , , , , , ,1428,1428,1428,1,,,,1138.29523254645,51.0,1.0,1.0,1
2024,8,27936,1,51,1,1,202408279361004992,1,2,2,1,2, ,1,57,2,2,13,7,1967,1, , , , , , , , , , , , , , , ,5212,4789,3,5,1, ,2,48,0,8,8,8,8,8,6,46, ,46,1, ,2, ,2,2,4,2000,42, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2000,182, , , , , , ,626,2182,2182,2808,1,,,,1138.29523254645,57.0,1.0,2.0,0
2024,8,2802002,1,36,1,1,20240828020020998144,1,2,3,1,2, ,2,56,2,2,5,11,1967,1, , , , , , , , , , , , , , , ,7352,1410,2, ,3,2,1,1,0,0,0,6,6,0,0,12, ,15,2,15,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,8,2, ,2,2,2,2,2,2,10,9,1, , ,1206, , , , , , ,1206,1206,1206,1,,,,861.084008700158,56.0,1.0,1.0,1
2024,8,2802002,1,36,2,1,20240828020020998144,1,1,1,1,2, ,1,65,1,1,7,10,1958,1, , , , , , , , , , , , , , , ,7352,1410,2, ,3,2,1,1,0,7,7,7,0,0,0,21, ,35,2,35,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,699, , , , , , ,699,699,699,1,,,,980.931740596267,65.0,1.0,2.0,0
2024,8,2802002,1,36,3,1,20240828020020998144,1,1,1,1,2, ,1,27,1,1,16,3,1997,1, , , , , , , , , , , , , , , ,5414,8010,3,4,1, ,5,9998,0,11,11,11,11,11,11,66, ,66,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,2500, , , , , , , ,624,2500,2500,3124,1,,,,1098.63108917461,27.0,1.0,2.0,0
2024,8,2802002,1,36,3,1,20240828020020998144,1,4,6,1,2, ,2,55,4,4,28,4,1969,1, , , , , , , , , , , , , , , ,7352,1410,2, ,3,2,1,1,0,0,0,2,6,0,0,8, ,40,2,40,1,2,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,550, , , , , , ,550,550,550,1,,,,861.084008700158,55.0,1.0,2.0,0
2024,8,2802002,1,37,1,1,20240828020020998144,1,1,1,1,2, ,1,38,1,1,26,3,1986,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,5,10,10,10,10,10,8,63, ,65,2,65,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,2350, , , , , , ,2350,2350,2350,1,,,,1098.63108917461,38.0,1.0,2.0,0
2024,8,2802002,1,39,1,1,20240828020020998144,1,1,1,1,2, ,1,37,1,1,17,5,1987,1, , , , , , , , , , , , , , , ,7128,4330,2, ,3,2,1,1,0,0,0,0,12,0,0,12,25,37,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,100, , , , , , ,100,100,100,1,,,,1098.63108917461,37.0,1.0,1.0,1
2024,8,2802002,1,39,1,1,20240828020020998144,1,2,2,1,2, ,2,39,2,2,1,11,1984,1, , , , , , , , , , , , , , , ,9549,4789,2, ,3,2,1,2,0,5,5,5,5,5,0,25, ,25,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,9,1, , ,685, , , , , , ,685,685,685,1,,,,1093.12905725783,39.0,1.0,2.0,0
2024,8,1950902,1,82,1,1,20240819509020999680,1,1,1,1,2, ,1,32,1,1,4,11,1991,1, , , , , , , , , , , , , , , ,2359,8542,2, ,2,2,1,1,0,6,6,8,8,7,4,39,3,42,1, ,1,1,1,1, , , , , ,160, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1, , ,1180, ,160, , , , ,1340,1180,1340,1,,,,1478.27803983899,32.0,1.0,1.0,1
2024,8,1950902,1,83,1,1,20240819509020999680,1,1,1,1,2, ,1,61,1,1,4,10,1962,2,1, , , , , , , , , , , , , , ,7212,2512,3,5,1, ,3,62,0,0,0,0,0,0,0,0, ,48,2,48,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,1025, , , , , , , ,268,1025,1025,1293,1,,,,1319.90607674678,61.0,1.0,2.0,0
2024,8,1950902,1,85,1,1,20240819509020999680,1,1,1,1,2, ,1,32,1,1,14,2,1992,1, , , , , , , , , , , , , , , ,3115,4520,3,5,1, ,4,200,0,10,10,10,10,10,0,50, ,50,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,355,1025,1025,1380,1,,,,1478.27803983899,32.0,1.0,2.0,0
2024,8,1963801,1,77,1,1,20240819638010998784,1,2,2,1,2, ,1,29,2,2,10,12,1994,1, , , , , , , , , , , , , , , ,2359,8510,3,2, , ,5,9998,0,6,6,6,6,6,0,30,20,50,1, ,2, ,2,2,4,3100, , , ,800, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,1,1,3100, , , ,800, , , ,25,3900,3100,3925,1,,,,1053.03853675307,29.0,1.0,2.0,0
2024,8,1963801,1,78,1,1,20240819638010998784,1,1,1,1,2, ,2,53,1,1,20,5,1971,1, , , , , , , , , , , , , , , ,3213,4772,1, ,2,1,1,3,4,12,12,10,12,10,12,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1, , ,9700,80, , , , , ,9780,9780,9780,1,,,,825.349522217069,53.0,1.0,2.0,0
2024,8,1963801,1,78,1,1,20240819638010998784,1,2,3,1,2, ,1,21,2,2,19,4,2003,1, , , , , , , , , , , , , , , ,5223,4772,3,5,2,1,1,3,4,6,6,6,6,6,6,40, ,40,1, ,2, ,2,2,4,1000, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , , ,1000,1000,1000,1,,,,954.740898068159,21.0,1.0,2.0,0
2024,8,1963801,1,79,1,1,20240819638010998784,1,1,1,1,2, ,1,47,1,1,20,5,1977,1, , , , , , , , , , , , , , , ,9533,4789,2, ,3,2,1,1,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,2900,10, , , , , ,2910,2910,2910,1,,,,940.2236428137,47.0,1.0,2.0,0
2024,8,1963801,1,79,1,1,20240819638010998784,1,3,3,1,2, ,1,26,3,3,6,9,1997,1, , , , , , , , , , , , , , , ,5120,5610,3,5,2,2,2,35,9,8,8,8,0,8,8,49, ,49,1, ,2, ,2,2,4,1800,20, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,1800,600, , , , , , ,450,2400,2400,2850,1,,,,1053.03853675307,26.0,1.0,2.0,0
2024,8,1963801,1,79,1,1,20240819638010998784,1,6,11,1,2, ,1,20,6,6,16,5,2004,1, , , , , , , , , , , , , , , ,5241,4711,3,5,2,2,1,3,0,0,8,0,8,0,0,16, ,16,1, ,1,1,1,1,2,90,20, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,1,7,1,390,600, , , , , , , ,990,990,990,1,,,,954.740898068159,20.0,1.0,1.0,1
2024,8,2435002,1,15,1,1,20240824350021001216,1,1,1,1,2, ,1,30,1,1,25,10,1993,1, , , , , , , , , , , , , , , ,3513,2220,3,5,1, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,1,4, , , , , , , , , , , , , , , ,1,3,1,1,2, ,1,2,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,3350, , , , , , , ,876,3350,3350,4226,1,,,,1003.200581101,30.0,1.0,1.0,1
2024,8,2435002,1,114,1,1,20240824350021001216,1,1,1,1,2, ,2,39,1,1,28,2,1985,1, , , , , , , , , , , , , , , ,9549,4789,2, ,3,2,1,1,0,2,0,2,0,3,0,7, ,7,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1, , ,363, , , , , , ,363,363,363,1,,,,998.176472762423,39.0,1.0,1.0,1
2024,8,27057,1,56,1,1,202408270571004992,1,1,1,1,2, ,1,55,1,1,12,10,1968,1, , , , , , , , , , , , , , , ,2411,6920,2, ,1, ,1,1,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2, , , ,7000, , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , ,7000, , , , , , ,7000,7000,7000,1,,,,1075.01550957794,55.0,1.0,1.0,1
2024,8,27057,1,56,1,1,202408270571004992,1,2,2,1,2, ,2,47,2,1,7,7,1977,1, , , , , , , , , , , , , , , ,2341,8521,3,5,1, ,2,30,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,3000, , , , , , , ,375,3000,3000,3375,1,,,,943.672863352894,47.0,1.0,2.0,0
2024,8,27057,1,61,1,1,202408270571006016,1,1,1,1,2, ,2,52,1,1,10,6,1972,1, , , , , , , , , , , , , , , ,4120,6910,3,5,1, ,1,8,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,433,2000,2000,2433,1,,,,943.672863352894,52.0,1.0,2.0,0
2024,8,27057,1,61,1,1,202408270571006016,1,3,7,1,2, ,2,45,3,3,14,3,1979,1, , , , , , , , , , , , , , , ,1321,2100,3,5,1, ,2,50,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,16000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,16000, , , , , , , ,5466,16000,16000,21466,1,,,,943.672863352894,45.0,1.0,2.0,0
2024,8,27057,1,61,1,1,202408270571006016,1,4,7,1,2, ,2,48,4,4,8,11,1975,1, , , , , , , , , , , , , , , ,3314,6201,3,5,1, ,1,6,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,14000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,14000, , , , , , , ,3751,14000,14000,17751,1,,,,943.672863352894,48.0,1.0,2.0,0
2024,8,27057,1,62,1,1,202408270571006016,1,1,1,1,2, ,1,32,1,1,2,8,1992,1, , , , , , , , , , , , , , , ,2512,6202,3,5,1, ,5,5000,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,11500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,11500, , , , , , , ,233,11500,11500,11733,1,,,,1204.00371533426,32.0,1.0,1.0,1
2024,8,27057,1,62,1,1,202408270571006016,1,2,2,1,2, ,2,29,2,2,9,12,1994,1, , , , , , , , , , , , , , , ,4110,5229,3,5,1, ,1,14,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,1,4,3000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000, , , , , , , ,750,3000,3000,3750,1,,,,1197.97396892079,29.0,1.0,2.0,0
2024,8,17988,1,135,1,1,202405179881012992,1,3,3,1,2, ,2,45,3,3,4,7,1979,1, , , , , , , , , , , , , , , ,9535,4782,2, ,3,2,1,1,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,1248, , , , , , ,1248,1248,1248,1,,,,420.584970463044,45.0,1.0,2.0,0
2024,8,17988,1,135,1,1,202405179881012992,1,4,4,1,2, ,1,46,4,4,22,11,1977,1, , , , , , , , , , , , , , , ,9535,4782,2, ,3,2,1,1,7,8,8,8,8,9,9,57, ,57,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1515, , , , , , ,1515,1515,1515,1,,,,479.122992619184,46.0,1.0,2.0,0
2024,8,17988,1,135,1,1,202405179881012992,1,5,5,1,2, ,2,20,5,5,4,11,2003,1, , , , , , , , , , , , , , , ,4417,6910,8,5,1, ,1,6,0,5,5,5,5,5,0,25, ,25,1, ,2, ,2,2,5, , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,6,1, , , , , , , , , , , , ,1,,,,521.39014819771,20.0,1.0,2.0,0
2024,8,17988,1,40,1,1,202405179881004000,1,1,1,1,2, ,1,53,1,1,4,6,1971,1, , , , , , , , , , , , , , , ,9333,5224,3,5,3,2,1,8,0,4,4,4,4,0,4,20, ,20,2,16,1,1,1,2,2,140, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,606, , , , , , , , ,606,606,606,1,,,,479.122992619184,53.0,1.0,1.0,1
2024,8,17988,1,40,1,1,202405179881004000,1,2,2,1,2, ,2,41,2,2,31,3,1983,1, , , , , , , , , , , , , , , ,9321,1071,3,5,2,1,3,100,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1100,12, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1100,360, , , , , , ,117,1460,1460,1577,1,,,,533.924271748001,41.0,1.0,2.0,0
2024,8,17988,1,41,1,1,202405179881004000,1,1,1,1,2, ,1,56,1,1,6,10,1967,1, , , , , , , , , , , , , , , ,2259,8610,3,2, , ,5,9888,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,75,2500,2500,2575,1,,,,479.122992619184,56.0,1.0,2.0,0
2024,8,17988,1,41,1,1,202405179881004000,1,2,2,1,2, ,2,55,2,2,22,10,1968,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,6,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1200,60, , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1200,260, , , , , , ,200,1460,1460,1660,1,,,,420.584970463044,55.0,1.0,2.0,0
2024,8,17988,1,41,1,1,202405179881004000,1,3,3,1,2, ,1,36,3,4,21,7,1988,1, , , , , , , , , , , , , , , ,2212,8610,3,2, , ,5,9888,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,50,1800,1800,1850,1,,,,536.611665669873,36.0,1.0,2.0,0
2024,8,17988,1,41,1,1,202405179881004000,1,4,3,1,2, ,1,28,4,4,1,1,1996,1, , , , , , , , , , , , , , , ,4224,8620,3,5,1, ,1,6,0,4,0,4,0,4,0,12,9,21,2,2,1,1,1,2,2,250, , , ,280, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,10,4, ,2,2,2,2,2,2,10,1,1,1083, , , ,280, , , , ,1363,1083,1363,1,,,,536.611665669873,28.0,1.0,1.0,1
2024,8,17988,1,41,1,1,202405179881004000,1,5,4,1,2, ,2,24,5,5,29,3,2000,1, , , , , , , , , , , , , , , ,5131,5610,3,5,3,2,1,3,0,5,5,5,5,5,0,25, ,25,1, ,2, ,2,2,2,300,50, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1299,217, , , , , , , ,1516,1516,1516,1,,,,521.39014819771,24.0,1.0,2.0,0
2024,8,1800201,2,12,1,1,20240818002012000256,1,1,1,1,2, ,2,42,1,1,23,12,1981,1, , , , , , , , , , , , , , , ,9621,5629,3,5,1, ,5,1000,0,8,8,8,0,8,8,40, ,40,1, ,2, ,2,2,4,1025,13, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,1025,390, , , , , , ,66,1415,1415,1481,1,,,,544.05792156428,42.0,1.0,2.0,0
2024,8,1800201,2,12,3,1,20240818002012000256,1,1,1,1,2, ,1,50,1,1,24,1,1974,1, , , , , , , , , , , , , , , ,7128,4330,1, ,3,2,1,3,0,0,0,0,0,10,5,15, ,60,2,60,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,9,1, , ,2600, , , , , , ,2600,2600,2600,1,,,,488.216538058194,50.0,1.0,1.0,1
2024,8,1800201,2,13,1,1,20240518002012000256,1,1,1,1,2, ,1,33,1,1,24,4,1991,1, , , , , , , , , , , , , , , ,9411,5610,1, ,3,2,1,3,0,12,12,12,12,12,12,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,1432,433, , , , , ,1865,1865,1865,1,,,,546.796321050731,33.0,1.0,2.0,0
2024,8,1800201,2,13,1,1,20240518002012000256,1,2,2,1,2, ,2,31,2,2,8,6,1993,1, , , , , , , , , , , , , , , ,5120,5610,3,5,3,2,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,240,30, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1039,130, , , , , , , ,1169,1169,1169,1,,,,544.05792156428,31.0,1.0,2.0,0
2024,8,18006,1,158,1,1,202405180061015008,1,1,1,1,2, ,1,48,1,2,13,10,1975,1, , , , , , , , , , , , , , , ,4110,5229,3,5,1, ,4,250,0,8,8,8,8,8,4,44, ,44,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,624,2500,2500,3124,1,,,,539.232548930904,48.0,1.0,2.0,0
2024,8,18006,1,158,1,1,202405180061015008,1,3,3,1,2, ,2,23,3,3,19,2,2001,1, , , , , , , , , , , , , , , ,3257,7490,3,5,1, ,3,75,0,8,8,8,8,8,0,40,8,48,1, ,1,1,1,2,4,3000, , , , , ,1500, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000, , , , ,1500, , , ,4500,3000,4500,1,,,,586.80243472176,23.0,1.0,1.0,1
2024,8,18006,1,159,1,1,202405180061015008,1,1,1,1,2, ,1,41,1,1,19,3,1983,1, , , , , , , , , , , , , , , ,3162,5011,3,5,1, ,4,200,0,8,8,8,8,8,4,44, ,44,1, ,1,2,2,2,4,4000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,4000, , , , , , , ,1434,4000,4000,5434,1,,,,603.933605196884,41.0,1.0,2.0,0
2024,8,18006,1,159,1,1,202405180061015008,1,2,3,1,2, ,2,20,2,2,26,4,2004,1, , , , , , , , , , , , , , , ,5131,5610,3,5,2,1,1,7,0,4,4,4,4,0,0,16, ,16,1, ,1,2,2,2,2,60,40, , , , , , , , , , , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,260,173, , , , , , , ,433,433,433,1,,,,586.80243472176,20.0,1.0,2.0,0
